id,name,testcycleid,versionid
5df97790-057a-49c8-be12-f3b673c06b8e,[TF27] Translations,fb1cb5b8-b334-495a-a0af-ef6e083658ac,10015
8de775f4-7473-40ba-b3c7-701412be39a0,[TF29] Frontend,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
748e958d-eaa1-418e-bc4b-6f31ea5c7d13,[TF30] E2E,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
9af53f50-3919-4e71-a37f-e4e046b63c92,[TF31] Backend,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
acffe5c7-8f50-4022-94af-333cb40d34c9,[TF32] Store Online LA TC,fb1cb5b8-b334-495a-a0af-ef6e083658ac,10015
a1f09f9c-b607-4b1e-93d1-1f26aefd7349,[TF35] PGC UAT,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
20ebddc9-7dec-4721-b5dd-9a91a0041745,[TF36] [RT] Frontend,10e08aab-96e5-4c5b-acba-62177c122e60,10015
f7784654-f1e5-436b-8396-db40c055e0f6,[TF40] SIT B+F (Sprint 8-9),ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
fda7ddc7-c3fa-4f80-b32e-04ac0ab5bda6,[TF41] SIT 2.1,fb1cb5b8-b334-495a-a0af-ef6e083658ac,10015
97fedb01-d769-4906-b401-64bd431ee62f,[TF42] SIT   GRISC,10e08aab-96e5-4c5b-acba-62177c122e60,10015
837853d1-5eca-4efa-891f-bade4ea536a1,[TF43] Core SIT,10e08aab-96e5-4c5b-acba-62177c122e60,10015
333b6450-a3da-4855-acfc-6b5b74326c23,[TF44] SIT2  Sprint10,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
aa72b183-0f49-47c9-8ef0-da826823e5f5,[TF45] UAT 2.1,fb1cb5b8-b334-495a-a0af-ef6e083658ac,10015
c2879e17-ab42-47be-8e84-edacad0b4ef0,[TF46] Frontend,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
6f27cab6-d03f-4661-bfd8-185e3c23665a,[TF47] Backend,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
79b7f0e6-b1c3-43ec-935d-ac7a7ea685a5,[TF48] E2E,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
c39eb2d5-0797-4b7d-aa5f-44a6b93ef6b1,[TF50] MVP,10e08aab-96e5-4c5b-acba-62177c122e60,10015
16e57dae-cde1-424b-a21b-d2eb0eb9ec62,[TF51] Core SIT,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
526dc2d8-bd15-4703-94b2-f1af344ae014,[TF53] Customer Online,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
a4295211-efab-4b98-b9ed-cfe2b5d11727,[TF54] WOM exit Greece BLP prep,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
eb386cbc-5f7d-4da6-bc0e-f5dfebf44a95,[TF55] Greece UAT,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
d6884ba8-da01-4b63-94a0-b1a34c90d358,[TF57] UK UAT 2.2,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
ddac88ec-08ae-48a0-bdc8-c81a88c7bfd9,[TF58] E2E PROD TEST,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
334f9f14-cd14-462d-aa17-33205125bd65,[TF59] PGC Service Support,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
4c630278-8930-45b5-a2f0-9f9d374cae4e,[TF60] DV Europe,0914fa5e-795f-463f-91af-95b6a862a2fa,10015
b7911b78-b11f-4694-8130-f24380c72a9f,[TF61] DV NA,10e08aab-96e5-4c5b-acba-62177c122e60,10015
c807f02e-17aa-4170-bb90-fd932771a54f,[TF62] E2E test – UAT Environment,ddc4ef24-c0cd-498e-8944-af7b7e58c84f,10015
544f8753-eac4-47a7-ad6b-8a7574dd0458,[TF63] GRISC Data Validation,10e08aab-96e5-4c5b-acba-62177c122e60,10015
0d147602-a230-4361-95a5-78fbde911e52,[TF64] GRISC UAT,10e08aab-96e5-4c5b-acba-62177c122e60,10015
fddc9f72-4d5d-4edd-bf06-e8c5e8296214,[TF66] Release 2.2 SIT,424c36e5-f772-4627-872f-a6e9b707e367,10015
fc3ae93b-a2a1-443e-a6bd-bf6ac8ea2ba0,[TF67] LADMAR UAT,424c36e5-f772-4627-872f-a6e9b707e367,10015
decb865e-db31-40df-a0c7-572be8e1d88b,[TF70] GRISC R2.2 UAT,424c36e5-f772-4627-872f-a6e9b707e367,10015
8c0d51ca-f719-4531-b700-d944daf9267c,[TF71] PGC R2.2. UAT,424c36e5-f772-4627-872f-a6e9b707e367,10015
c96628fc-ab20-48fc-81d9-d9472a00b2f3,[TF72] SIT - Release 2.3,424c36e5-f772-4627-872f-a6e9b707e367,10015
af2953e0-3fe2-49a0-be96-82d1beb01d1f,[TF73] Sanity,424c36e5-f772-4627-872f-a6e9b707e367,10015
7283b135-daf8-45e1-b070-d776b2f1048e,[TF74] Release 2.4 SIT,424c36e5-f772-4627-872f-a6e9b707e367,10015
4c585da9-bf1e-43b9-b36c-e349192e34a3,[TF75] UK DV,424c36e5-f772-4627-872f-a6e9b707e367,10015
43aee286-33ce-451a-860c-ff413c8583a7,[TF76] Release 2.4 Master Data Validation,424c36e5-f772-4627-872f-a6e9b707e367,10015
1774e553-eed1-42bc-b2c7-92589ddeb845,[TF77] Archive,424c36e5-f772-4627-872f-a6e9b707e367,10015
16eafe15-dc1f-4a19-a9cc-745cbfea79ce,[TF78] Frontend,424c36e5-f772-4627-872f-a6e9b707e367,10015
5da0641c-213e-4ead-936d-379258b89a23,[TF79] Backend,424c36e5-f772-4627-872f-a6e9b707e367,10015
56048581-d386-4b38-a1f6-56eac70de6cb,[TF80] DV,424c36e5-f772-4627-872f-a6e9b707e367,10015
a1cc1a2b-9143-4f92-9dbb-af162ebcf79f,[TF81] Checkout,424c36e5-f772-4627-872f-a6e9b707e367,10015
f3274598-27ed-4248-b80b-418147406928,[TF82] CMS blocks,424c36e5-f772-4627-872f-a6e9b707e367,10015
16187678-55d3-479b-adfb-c613da781b9b,[TF84] Customers,424c36e5-f772-4627-872f-a6e9b707e367,10015
600265a7-a706-47cf-a751-57a40e414c52,[TF85] Excel upload,424c36e5-f772-4627-872f-a6e9b707e367,10015
4cf83ae3-fa8d-4e5a-b265-654e3c52c534,[TF86] General V,424c36e5-f772-4627-872f-a6e9b707e367,10015
45662663-9eb4-4bcc-b824-702abc4dc1df,[TF87] Mini-cart V,424c36e5-f772-4627-872f-a6e9b707e367,10015
1caa63a3-690c-429c-9fd0-6a3a3e233df9,[TF88] Order History,424c36e5-f772-4627-872f-a6e9b707e367,10015
54c90120-39f2-4cfd-bc38-a1068b5964b0,[TF89] Order status,424c36e5-f772-4627-872f-a6e9b707e367,10015
71106fff-9355-4663-bbae-18eab7e9a46e,[TF90] Product Catalog V,424c36e5-f772-4627-872f-a6e9b707e367,10015
eb0a23f6-5056-492d-afc9-b527fde4fd8e,[TF91] Product Mix configuraiton,424c36e5-f772-4627-872f-a6e9b707e367,10015
6733db06-5c56-4128-a26b-154062b0ef4f,[TF92] Product View V,424c36e5-f772-4627-872f-a6e9b707e367,10015
b3ae824c-e855-4003-a1a9-5745fb65066c,[TF93] Products,424c36e5-f772-4627-872f-a6e9b707e367,10015
af27d94d-d8ee-458a-9702-ddba0d6427cc,[TF94] QOR configuration,424c36e5-f772-4627-872f-a6e9b707e367,10015
